category,index,text,T,n_blocks,ll_fwd,ll_token_rev,ll_block_rev,sigma_token,sigma_block,sigma_token_per_T,sigma_block_per_T
noncausal,12,The carpenter built a cedar chest. The carpenter sharpened a steel chisel. The carpenter donated a birdhouse. The carpenter measured a narrow window.,35,4,-126.47554990404751,-264.10042621567845,-128.85363315977156,137.62487631163094,2.37808325572405,3.9321393231894555,0.06794523587783001
noncausal,13,The hospital opened a pediatric wing. The hospital tested a backup generator. The hospital served vegetable soup. The hospital hired a speech therapist.,27,4,-122.31577444076538,-192.7607255578041,-124.34622538089752,70.44495111703873,2.030450940132141,2.609072263594027,0.07520188667156079
noncausal,14,The gardener trimmed a box hedge. The gardener entered a rose competition. The gardener moved a stone bench. The gardener rescued a fallen sparrow.,33,4,-138.74240298998484,-205.39521911740303,-143.58264582909032,66.65281612741819,4.8402428391054855,2.0197823068914604,0.14667402542743896
noncausal,15,The soccer club signed a young defender. The soccer club painted a training shed. The soccer club hosted a charity dinner. The soccer club retired an old banner.,32,4,-121.27848158404231,-190.10685830935836,-128.37736851349473,68.82837672531605,7.098886929452419,2.1508867726661265,0.2218402165453881
noncausal,16,The newspaper printed a holiday recipe. The newspaper corrected a spelling error. The newspaper sponsored a debate. The newspaper archived glass negatives.,26,4,-123.7575877904892,-169.825580380857,-121.6391396522522,46.067992590367794,-2.1184481382369995,1.7718458688602998,-0.0814787745475769
noncausal,17,The cafe baked almond cookies. The cafe displayed student paintings. The cafe repaired a noisy grinder. The cafe donated mugs to a shelter.,29,4,-139.06521514058113,-224.28263030201197,-137.40533864498138,85.21741516143084,-1.6598764955997467,2.9385315572907187,-0.0572371205379223
noncausal,18,The zookeeper weighed a newborn cub. The zookeeper painted a feeding cart. The zookeeper greeted a school group. The zookeeper fixed a torn net.,36,4,-141.63908173025993,-235.9624888561666,-143.70096399984322,94.32340712590667,2.0618822695832932,2.6200946423862965,0.05727450748842481
noncausal,19,The riverboat carried a brass band. The riverboat replaced a worn rope. The riverboat hosted a wedding toast. The riverboat passed a heron rookery.,34,4,-144.8280784059316,-213.72111343964934,-142.60196605324745,68.89303503371775,-2.22611235268414,2.0262657362858163,-0.06547389272600412
noncausal,20,The judge visited a law school. The judge signed a library appeal. The judge planted an oak sapling. The judge praised a mediation program.,29,4,-128.7029267475009,-210.43257158994675,-133.8709336668253,81.72964484244585,5.168006919324398,2.8182636152567535,0.17820713514911718
noncausal,21,The florist wrapped a white bouquet. The florist watered hanging ferns. The florist ordered green ribbon. The florist decorated a bakery window.,37,4,-144.267031343712,-270.4949013069272,-142.72585502511356,126.2278699632152,-1.5411763185984455,3.41156405305987,-0.0416534140161742
noncausal,22,The fire station installed solar panels. The fire station hosted a pancake breakfast. The fire station received a rescue canoe. The fire station cleaned a smoke mask.,32,4,-123.79859664430842,-215.5218410603702,-124.67199494270608,91.72324441606179,0.8733982983976603,2.866351388001931,0.027293696824926883
noncausal,23,The singer signed a charity poster. The singer rehearsed a folk duet. The singer visited a children's ward. The singer bought a used piano.,31,4,-122.30794574599713,-220.42939694970846,-124.69502242747694,98.12145120371133,2.3870766814798117,3.1652081033455266,0.07700247359612296
noncausal,24,The tailor hemmed a linen skirt. The tailor replaced a brass zipper. The tailor sponsored a dance team. The tailor displayed vintage buttons.,28,4,-134.31717033684254,-209.47825809940696,-139.65391024574637,75.16108776256442,5.336739908903837,2.684324562948729,0.19059785388942277
noncausal,25,The mountain lodge served lentil stew. The mountain lodge repaired a porch rail. The mountain lodge welcomed a birdwatching club. The mountain lodge installed thicker curtains.,32,4,-156.50098795443773,-241.47470580041409,-155.67564150504768,84.97371784597635,-0.8253464493900537,2.655428682686761,-0.02579207654343918
noncausal,26,The bicycle shop sold a red helmet. The bicycle shop tuned a racing wheel. The bicycle shop donated spare tubes. The bicycle shop hosted a repair class.,31,4,-130.00182569678873,-187.2076727822423,-132.625641010236,57.20584708545357,2.623815313447267,1.8453499059823733,0.08463920365958925
noncausal,27,The theater premiered a short comedy. The theater auctioned old costumes. The theater replaced velvet curtains. The theater welcomed a visiting critic.,27,4,-133.5116065442562,-204.81582566350698,-129.29295322299004,71.30421911925077,-4.218653321266174,2.6408970044166953,-0.1562464193061546
noncausal,28,The scientist published a coral study. The scientist repaired a field drone. The scientist taught a summer workshop. The scientist named a new mineral.,28,4,-133.5521525144577,-170.96465041860938,-131.1748390495777,37.41249790415168,-2.3773134648799896,1.3361606394339884,-0.08490405231714249
noncausal,29,The painter restored a porch ceiling. The painter entered a landscape contest. The painter bought a walnut easel. The painter framed a charcoal sketch.,30,4,-133.6654837820679,-218.3055773600936,-130.5852905147476,84.6400935780257,-3.0801932673202828,2.8213364526008564,-0.10267310891067609
noncausal,30,The market sold purple carrots. The market hosted a jazz trio. The market installed a rain barrel. The market raffled a picnic basket.,29,4,-136.6830356353894,-210.7793435640633,-132.46361523866653,74.09630792867392,-4.219420396722853,2.555045100988756,-0.14549725505940872
noncausal,31,The ranger mapped a wetland trail. The ranger rescued a stranded fawn. The ranger repaired a wooden sign. The ranger greeted a birding club.,31,4,-134.8748000524938,-215.3473098501563,-133.83776203356683,80.4725097976625,-1.0370380189269781,2.5958874128278224,-0.0334528393202251
noncausal,32,The embassy issued a visa. The embassy displayed a textile exhibit. The embassy hosted a language seminar. The embassy replaced a security gate.,27,4,-125.52994868159294,-170.6498963162303,-117.76690968871117,45.119947634637356,-7.763038992881775,1.6711091716532354,-0.287519962699325
noncausal,33,The brewery launched a pale ale. The brewery painted an old silo. The brewery sponsored a cycling team. The brewery repaired a copper valve.,29,4,-126.26238004863262,-207.49623365700245,-127.84356176480651,81.23385360836983,1.5811817161738873,2.8011673658058562,0.05452350745427197
noncausal,34,The violinist bought a carbon bow. The violinist practiced a slow sonata. The violinist signed a program booklet. The violinist visited a music school.,33,4,-130.58493861742318,-224.44776222854853,-130.10599938593805,93.86282361112535,-0.4789392314851284,2.8443279882159196,-0.014513310045003891
noncausal,35,The post office sorted a parcel. The post office unveiled a mural. The post office sold commemorative stamps. The post office replaced a broken scale.,30,4,-121.21860038116574,-200.35221629589796,-122.74547666125,79.13361591473222,1.5268762800842524,2.6377871971577407,0.05089587600280841
noncausal,36,The chef tested a spice blend. The chef donated soup kettles. The chef taught a knife workshop. The chef renovated a pantry shelf.,30,4,-131.6533958723303,-220.55396435409784,-127.51197921787389,88.90056848176755,-4.141416654456407,2.963352282725585,-0.13804722181521356
noncausal,37,The aquarium rescued an injured turtle. The aquarium opened a jellyfish gallery. The aquarium hosted a sleepover. The aquarium cleaned a saltwater pump.,30,4,-130.00356502830982,-204.18465923517942,-123.84933929890394,74.1810942068696,-6.15422572940588,2.4727031402289867,-0.20514085764686266
noncausal,38,The pilot inspected a propeller blade. The pilot delivered medical supplies. The pilot joined a museum fundraiser. The pilot logged a simulator session.,28,4,-127.49058385193348,-214.89495451375842,-128.1977347820066,87.40437066182494,0.7071509300731122,3.121584666493748,0.02525539035975401
noncausal,39,The college opened a film archive. The college planted pear trees. The college hired a debate coach. The college restored a bell tower.,27,4,-119.7829746901989,-198.7264120578766,-120.7086174339056,78.94343736767769,0.9256427437067032,2.923831013617692,0.03428306458172975
noncausal,40,The mason rebuilt a garden wall. The mason carved a house number. The mason judged a craft fair. The mason bought a diamond blade.,32,4,-128.91432246309705,-186.6088607609272,-132.6993938734522,57.69453829783015,3.785071410355158,1.8029543218071922,0.11828348157359869
noncausal,41,The choir performed a gospel hymn. The choir recorded a holiday greeting. The choir welcomed a new tenor. The choir raised money for uniforms.,30,4,-117.86301905848086,-224.49321907758713,-118.56195299141109,106.63020001910627,0.6989339329302311,3.5543400006368757,0.023297797764341037
noncausal,42,The harbor dredged a shallow channel. The harbor hosted a boat parade. The harbor installed a weather beacon. The harbor stored a damaged buoy.,29,4,-137.34285759925842,-200.04297419637442,-129.39436688274145,62.70011659711599,-7.948490716516972,2.162072986107448,-0.2740858867764473
noncausal,43,The pharmacist counted glass vials. The pharmacist led a vaccine clinic. The pharmacist watered a lobby plant. The pharmacist updated an allergy chart.,32,4,-140.362993106246,-252.58729556575418,-147.429198541402,112.22430245950818,7.066205435156007,3.5070094518596306,0.22081891984862523
noncausal,44,The dog shelter adopted out a terrier. The dog shelter painted a kennel door. The dog shelter hosted a raffle. The dog shelter repaired a chain gate.,35,4,-139.5822957479395,-215.74972769245505,-137.53046164219268,76.16743194451556,-2.0518341057468206,2.176212341271873,-0.0586238315927663
noncausal,45,The potter fired a clay pitcher. The potter mixed a blue glaze. The potter donated bowls to a fundraiser. The potter taught a weekend class.,34,4,-137.87031027534977,-245.50447937846184,-142.7080106716603,107.63416910311207,4.837700396310538,3.1657108559738845,0.14228530577383935
noncausal,46,The vineyard harvested pinot grapes. The vineyard repaired a stone wall. The vineyard welcomed a wedding party. The vineyard released a reserve label.,32,4,-140.02271084394306,-207.57009498775005,-143.9688069158001,67.547384143807,3.9460960718570277,2.1108557544939686,0.12331550224553212
noncausal,47,The mechanic replaced a timing belt. The mechanic lent a torque wrench. The mechanic attended a trade expo. The mechanic built a tool rack.,29,4,-123.20872654020786,-193.67395125329494,-123.78899533301592,70.46522471308708,0.5802687928080559,2.429835334934037,0.02000926871751917
noncausal,48,The monastery restored a bell rope. The monastery welcomed a poetry circle. The monastery brewed herbal tea. The monastery cataloged old letters.,27,4,-138.6454132795334,-190.4569832459092,-144.59586000442505,51.81156996637583,5.950446724891663,1.9189470357916973,0.22038691573672825
noncausal,49,The chess club hosted a lightning tournament. The chess club bought wooden boards. The chess club invited a grandmaster. The chess club donated books to a library.,32,4,-117.83779099583626,-207.81986207515,-121.31071197241545,89.98207107931376,3.4729209765791893,2.811939721228555,0.10852878051809967
noncausal,50,The jeweler reset an emerald ring. The jeweler polished a silver watch. The jeweler attended a gem fair. The jeweler repaired a velvet display.,33,4,-132.70155614020769,-220.03081246465445,-132.2601496304851,87.32925632444676,-0.441406509722583,2.646341100740811,-0.013375954840078273
noncausal,51,The weather station launched a balloon. The weather station replaced a wind vane. The weather station hosted a school tour. The weather station archived snowfall records.,32,4,-124.58316718880087,-209.62664302438498,-126.05452601891011,85.0434758355841,1.4713588301092386,2.6576086198620033,0.04597996344091371
noncausal,52,The ferry carried a brass choir. The ferry installed brighter lights. The ferry repainted a loading ramp. The ferry rescued a drifting kayak.,29,4,-146.15185049176216,-222.52437198907137,-143.27084270119667,76.37252149730921,-2.8810077905654907,2.6335352240451453,-0.09934509622639623
noncausal,53,The librarian cataloged a map collection. The librarian mended a torn atlas. The librarian arranged a mystery reading. The librarian planted daffodils outside.,37,4,-150.33855678734835,-266.71410447731614,-148.86656833067536,116.37554768996779,-1.4719884566729888,3.145285072701832,-0.03978347180197267
noncausal,54,The soap factory tested a lavender batch. The soap factory replaced a steel tank. The soap factory hosted an open house. The soap factory donated surplus boxes.,32,4,-141.16790792346,-206.46820671856403,-143.25263078138232,65.30029879510403,2.0847228579223156,2.040634337347001,0.06514758931007236
noncausal,55,The orchestra conductor signed a vinyl record. The orchestra conductor rehearsed a string passage. The orchestra conductor lectured at a conservatory. The orchestra conductor commissioned a trumpet fanfare.,36,4,-145.1597611256875,-266.95183404907584,-149.746132531669,121.79207292338833,4.586371405981481,3.383113136760787,0.12739920572170782
noncausal,56,The beekeeper bottled spring honey. The beekeeper painted a hive box. The beekeeper taught a pollination class. The beekeeper repaired a smoker bellows.,33,4,-138.17575389752164,-227.49358135648072,-142.31673834996764,89.31782745895907,4.140984452445991,2.706600832089669,0.12548437734684822
noncausal,57,The observatory opened a rooftop dome. The observatory welcomed a meteor lecture. The observatory upgraded a tracking motor. The observatory displayed moon photographs.,31,4,-147.23668959602946,-254.6965476050973,-151.14238529163413,107.45985800906783,3.9056956956046633,3.466447032550575,0.1259901837291827
noncausal,58,The skating rink sharpened rental skates. The skating rink hosted a costume party. The skating rink repaired a cracked railing. The skating rink hired a snack vendor.,33,4,-137.22822816018015,-242.8854348808527,-135.73619346087798,105.65720672067255,-1.4920346993021667,3.2017335369900772,-0.045213172706126264
noncausal,59,The lawyer drafted a merger contract. The lawyer visited a legal clinic. The lawyer donated a casebook. The lawyer restored an antique desk.,28,4,-124.74508339166641,-192.79591488838196,-120.73390083014965,68.05083149671555,-4.011182561516762,2.4303868391684125,-0.14325652005417006
noncausal,60,The lighthouse keeper polished a brass lens. The lighthouse keeper mailed a weather log. The lighthouse keeper baked rye bread. The lighthouse keeper repaired a stone step.,31,4,-138.1915180941578,-191.96354795992374,-136.90981494123116,53.772029865765944,-1.2817031529266387,1.734581608573095,-0.041345262997633504
noncausal,61,The film studio built a desert set. The film studio recorded a sword lesson. The film studio hired a dialect coach. The film studio auctioned a prop helmet.,33,4,-145.58664136566222,-190.478664746508,-152.99379869550467,44.892023380845785,7.407157329842448,1.3603643448741147,0.22445931302552874
noncausal,62,The school band marched in a parade. The school band sold raffle tickets. The school band repaired a bass drum. The school band welcomed two clarinet players.,33,4,-122.82079686131328,-227.3567748889327,-118.30187510047108,104.53597802761942,-4.518921760842204,3.1677569099278613,-0.13693702305582436
noncausal,63,The orchard planted apricot trees. The orchard hired a cider press operator. The orchard hosted a harvest picnic. The orchard rebuilt a wooden gate.,34,4,-134.36163419505465,-245.78284417791292,-129.28646698835655,111.42120998285827,-5.075167206698097,3.2770944112605376,-0.1492696237264146
noncausal,64,The watchmaker cleaned a pocket watch. The watchmaker ordered sapphire crystals. The watchmaker displayed a moonphase clock. The watchmaker attended a horology fair.,35,4,-134.14678259193897,-234.7812491133809,-129.9226855300367,100.63446652144194,-4.224097061902285,2.875270472041198,-0.12068848748292242
noncausal,65,The rescue team mapped a canyon trail. The rescue team trained a search dog. The rescue team repaired a radio mast. The rescue team accepted a donation.,31,4,-122.42208531871438,-184.77020136266947,-126.50899388641119,62.34811604395509,4.08690856769681,2.011229549805003,0.1318357602482842
noncausal,66,The gallery sold a copper etching. The gallery opened a sculpture hall. The gallery loaned a canvas abroad. The gallery replaced a skylight pane.,32,4,-156.9116343506612,-230.30970409326255,-148.6883600950241,73.39806974260136,-8.22327425563708,2.2936896794562927,-0.25697732048865873
noncausal,67,The botanist pressed alpine flowers. The botanist named a rare fern. The botanist guided a greenhouse tour. The botanist repaired a misting line.,38,4,-149.44119763135677,-260.4730572067201,-153.63653593609342,111.03185957536334,4.1953383047366515,2.92189104145693,0.11040363959833294
noncausal,68,The brass band played a march. The brass band recorded a town anthem. The brass band commissioned new uniforms. The brass band visited a veterans home.,30,4,-116.26934885140508,-177.99676305055618,-115.99342725845054,61.7274141991511,-0.2759215929545462,2.0575804733050367,-0.009197386431818206
noncausal,69,The textile mill dyed wool crimson. The textile mill installed quieter looms. The textile mill funded an apprentice program. The textile mill restored a brick smokestack.,33,4,-147.7942246668972,-240.06136060506105,-153.02270536404103,92.26713593816385,5.228480697143823,2.7959738163079955,0.15843880900435828
noncausal,70,The diver surveyed a coral ledge. The diver repaired a buoy chain. The diver taught a rescue course. The diver photographed a ship bell.,28,4,-141.09912532567978,-168.181679751724,-145.9839129447937,27.082554426044226,4.884787619113922,0.9672340866444367,0.17445670068264008
noncausal,71,The palace opened a portrait gallery. The palace restored a marble fountain. The palace hosted a diplomatic banquet. The palace loaned a tapestry.,30,4,-118.32381038740277,-203.32146994397044,-119.43705870583653,84.99765955656767,1.1132483184337616,2.8332553185522555,0.03710827728112539
noncausal,72,The nursery sold a lemon tree. The nursery built a shade house. The nursery welcomed a gardening club. The nursery composted fallen leaves.,28,4,-122.27132355049253,-200.03155367821455,-133.54176533222198,77.76023012772202,11.27044178172946,2.7771510759900724,0.4025157779189093
noncausal,73,The historian translated a faded diary. The historian spoke at a memorial. The historian donated a family map. The historian organized glass negatives.,27,4,-142.0527045726776,-205.02164135873318,-137.41838920116425,62.968936786055565,-4.634315371513367,2.332182843927984,-0.17164131005605063
noncausal,74,The bus depot installed charging stations. The bus depot repaired a leaking roof. The bus depot hosted a job fair. The bus depot retired an old route sign.,32,4,-126.06760468520224,-205.36323955655098,-127.52876167371869,79.29563487134874,1.46115698851645,2.477988589729648,0.04566115589113906
noncausal,75,The ceramic studio fired porcelain cups. The ceramic studio replaced a kiln brick. The ceramic studio hosted a throwing lesson. The ceramic studio donated glaze samples.,34,4,-155.33182958560064,-260.81311896815896,-166.3105552745983,105.48128938255832,10.978725688997656,3.1023908641928917,0.3229036967352252
noncausal,76,The marathon organizer measured the racecourse. The marathon organizer printed volunteer badges. The marathon organizer booked a brass band. The marathon organizer praised a cleanup crew.,31,4,-147.76961186900735,-207.06963289901614,-147.87762421835214,59.30002103000879,0.10801234934478998,1.912903904193832,0.0034842693337029025
noncausal,77,The violin shop rehaired a bow. The violin shop refinished a maple bridge. The violin shop hosted a quartet recital. The violin shop bought Italian strings.,34,4,-148.79956983961165,-250.00333100929856,-153.51585396705195,101.20376116968691,4.716284127440304,2.9765812108731446,0.13871423904236188
noncausal,78,The ferry captain practiced an emergency drill. The ferry captain signed a charity poster. The ferry captain inspected a mooring line. The ferry captain spoke at a harbor school.,35,4,-147.95020927581936,-244.14012012258172,-143.22552739456296,96.18991084676236,-4.7246818812564015,2.748283167050353,-0.13499091089304005
noncausal,79,The dance studio installed wall mirrors. The dance studio staged a spring recital. The dance studio hired a tap instructor. The dance studio painted a waiting room.,32,4,-135.6608939729631,-224.87921753153205,-132.7273032385856,89.21832355856895,-2.9335907343775034,2.78807261120528,-0.09167471044929698
noncausal,80,The blacksmith forged a gate latch. The blacksmith mended a camp stove. The blacksmith judged a county fair. The blacksmith bought coal shovels.,33,4,-140.09573449229356,-230.43572326749563,-131.87587691385124,90.33998877520207,-8.219857578442316,2.737575417430366,-0.24908659328613078
noncausal,81,The mountain railway repainted a caboose. The mountain railway cleared a rock slide. The mountain railway hosted photographers. The mountain railway installed new brakes.,31,4,-130.9480954722967,-225.42850597202778,-136.3072600752348,94.48041049973108,5.359164602938108,3.04775517741068,0.1728762775141325
noncausal,82,The paramedic taught first aid. The paramedic stocked a trauma bag. The paramedic joined a blood drive. The paramedic repaired a bicycle tire.,31,4,-118.62894014385529,-211.74572740122676,-125.00885257218033,93.11678725737147,6.379912428325042,3.0037673308829507,0.20580362672016264
noncausal,83,The toy store sold a wooden train. The toy store wrapped a birthday gift. The toy store sponsored a puppet show. The toy store built a window display.,32,4,-121.43976190779358,-187.63020805455744,-120.29129624832422,66.19044614676386,-1.148465659469366,2.0684514420863707,-0.03588955185841769
noncausal,84,The fashion house launched a linen coat. The fashion house hired a pattern cutter. The fashion house donated fabric bolts. The fashion house renovated a fitting room.,31,4,-135.58962837280706,-198.55057884007692,-146.1633432751987,62.96095046726987,10.573714902391657,2.030998402169996,0.3410875774965051
noncausal,85,The astronomer calibrated a spectrograph. The astronomer wrote a planetarium script. The astronomer mentored a math club. The astronomer discovered a comet.,30,4,-126.2687580883503,-224.16456692665815,-132.57265758514404,97.89580883830786,6.303899496793747,3.263193627943595,0.21012998322645823
noncausal,86,The apple farm pressed sweet cider. The apple farm rebuilt a stone terrace. The apple farm welcomed a school bus. The apple farm hired a pruning crew.,33,4,-131.06376799941063,-217.96486810594797,-138.42214069887996,86.90110010653734,7.358372699469328,2.633366669895071,0.22298099089300993
noncausal,87,The engineering firm designed a footbridge. The engineering firm donated laptops. The engineering firm hosted an internship fair. The engineering firm renovated a conference room.,30,4,-125.43735781311989,-204.29706701636314,-121.22425456531346,78.85970920324326,-4.21310324780643,2.628656973441442,-0.140436774926881
noncausal,88,The opera house premiered a comic opera. The opera house restored red velvet seats. The opera house loaned costumes to a museum. The opera house opened a rooftop bar.,34,4,-133.46566231944598,-221.40885200351477,-133.77318239025772,87.94318968406878,0.3075200708117336,2.5865644024726113,0.009044707965050988
noncausal,89,The surf school waxed longboards. The surf school hired a lifeguard. The surf school hosted a beach cleanup. The surf school painted a storage shed.,32,4,-136.09807158634067,-205.27998058125377,-138.4457623390481,69.1819089949131,2.347690752707422,2.1619346560910344,0.07336533602210693
noncausal,90,The city park planted iris beds. The city park opened a dog run. The city park repaired a bronze bench. The city park hosted a kite festival.,33,4,-148.26952734589577,-211.5554424840957,-143.41252893209457,63.285915138199925,-4.856998413801193,1.9177550041878766,-0.14718177011518768
noncausal,91,The whale museum displayed a giant jawbone. The whale museum restored a logbook. The whale museum hosted a film screening. The whale museum added tactile exhibits.,32,4,-141.33887349441648,-207.2962745502591,-145.4909395184368,65.95740105584264,4.152066024020314,2.0611687829950824,0.12975206325063482
noncausal,92,The game studio hired a voice actor. The game studio fixed a network bug. The game studio donated consoles. The game studio opened a motion lab.,30,4,-129.23645646870136,-179.32719899713993,-125.51931528374553,50.09074252843857,-3.7171411849558353,1.669691417614619,-0.12390470616519451
noncausal,93,The clockmaker restored a church clock. The clockmaker sharpened brass gears. The clockmaker attended a trade meeting. The clockmaker displayed enamel dials.,33,4,-140.11699338443577,-235.6227233968675,-137.87765294127166,95.50573001243174,-2.23934044316411,2.89411303067975,-0.06785880130800334
noncausal,94,The spice shop ground fresh cardamom. The spice shop printed recipe cards. The spice shop hosted a tasting class. The spice shop replaced a front awning.,34,4,-142.1933053098619,-226.6401392146945,-148.24711945932359,84.4468339048326,6.053814149461687,2.483730408965665,0.17805335733710842
noncausal,95,The community center opened a pottery room. The community center arranged a blood drive. The community center repaired a folding stage. The community center hired a swim instructor.,33,4,-136.03649584390223,-219.42200850695372,-134.6851916667074,83.38551266305149,-1.3513041771948338,2.5268337170621664,-0.04094861143014648
noncausal,96,The sailing club hosted a regatta. The sailing club painted marker buoys. The sailing club welcomed a weather expert. The sailing club bought a rescue skiff.,33,4,-144.84863789379597,-239.0536698848009,-152.3263892494142,94.20503199100494,7.4777513556182384,2.854697939121362,0.2265985259278254
noncausal,97,The language school opened an evening course. The language school replaced classroom tablets. The language school hosted a film night. The language school awarded travel grants.,30,4,-140.01558342948556,-190.80348706245422,-140.88731805980206,50.787903632968664,0.8717346303164959,1.6929301210989556,0.029057821010549864
noncausal,98,The print shop bound a photo book. The print shop repaired a cutting blade. The print shop displayed wedding invitations. The print shop sponsored a poster contest.,31,4,-131.9008021503687,-198.71165966242552,-133.13667864724994,66.81085751205683,1.2358764968812466,2.1551889520018332,0.03986698377036279
noncausal,99,The ramen shop simmered pork broth. The ramen shop installed paper lanterns. The ramen shop hired a dishwasher. The ramen shop donated bowls to a shelter.,38,4,-136.3835832303157,-266.8588193207979,-144.92421274940716,130.4752360904822,8.540629519091453,3.433558844486374,0.2247534083971435
