scheme,parameter_name,parameter_value,effective_block_length_tokens,sample_index,T_prime,n_sentences,n_source_units,n_reversal_blocks,is_identity,forward_log_likelihood,reordered_log_likelihood,sigma,sigma_per_token,raw_reference_sigma,reference_difference
sentence_k,k_sentences,1,22.54678229119124,395,105,3,3,3,0,-343.02734375,-384.0681457519531,41.040802001953125,0.39086478097098215,41.040567251096945,0.000234750856179744
sentence_k,k_sentences,1,22.54678229119124,396,98,3,3,3,0,-421.78607177734375,-455.8277893066406,34.041717529296875,0.34736446458466197,34.042178074334515,-0.00046054503764025867
sentence_k,k_sentences,1,22.54678229119124,397,71,6,6,6,0,-293.96514892578125,-372.9869384765625,79.02178955078125,1.1129829514194542,79.02206224575639,-0.00027269497513771057
sentence_k,k_sentences,1,22.54678229119124,398,86,4,4,4,0,-334.322509765625,-356.23577880859375,21.91326904296875,0.25480545398800875,21.91356639296282,-0.00029734999407082796
sentence_k,k_sentences,1,22.54678229119124,399,92,3,3,3,0,-474.5489807128906,-504.52490234375,29.975921630859375,0.3258252351180367,29.977304490545066,-0.0013828596856910735
sentence_k,k_sentences,1,22.54678229119124,400,97,2,2,2,0,-501.14019775390625,-515.2423095703125,14.10211181640625,0.14538259604542525,14.10075865147519,0.0013531649310607463
sentence_k,k_sentences,1,22.54678229119124,401,88,5,5,5,0,-383.170654296875,-425.39678955078125,42.22613525390625,0.47984244606711646,42.224070148775354,0.0020651051308959723
sentence_k,k_sentences,1,22.54678229119124,403,50,3,3,3,0,-185.78118896484375,-226.43528747558594,40.65409851074219,0.8130819702148437,40.65335803135531,0.0007404793868772686
sentence_k,k_sentences,1,22.54678229119124,404,86,4,4,4,0,-372.0580139160156,-398.56414794921875,26.506134033203125,0.30821086085119914,26.505125707539264,0.0010083256638608873
sentence_k,k_sentences,1,22.54678229119124,405,45,1,1,1,1,-112.70127868652344,-112.70127868652344,0.0,0.0,0.0,0.0
sentence_k,k_sentences,1,22.54678229119124,406,109,4,4,4,0,-409.4656982421875,-444.43475341796875,34.96905517578125,0.32081701996129586,34.969535010051914,-0.00047983427066355944
sentence_k,k_sentences,1,22.54678229119124,407,115,6,6,6,0,-383.53900146484375,-477.6634826660156,94.12448120117188,0.8184737495754076,94.12444312358275,3.807758912444115e-05
sentence_k,k_sentences,1,22.54678229119124,408,100,2,2,2,0,-362.6578674316406,-395.197021484375,32.539154052734375,0.32539154052734376,32.539431291632354,-0.0002772388979792595
sentence_k,k_sentences,1,22.54678229119124,409,81,2,2,2,0,-360.0679931640625,-377.55487060546875,17.48687744140625,0.21588737581983025,17.486370265309233,0.0005071760970167816
sentence_k,k_sentences,1,22.54678229119124,410,114,3,3,3,0,-513.81103515625,-548.573974609375,34.762939453125,0.3049380653782895,34.76226544147357,0.0006740116514265537
sentence_k,k_sentences,1,22.54678229119124,411,90,3,3,3,0,-419.1600341796875,-467.52294921875,48.3629150390625,0.53736572265625,48.36393379642686,-0.0010187573643634096
sentence_k,k_sentences,1,22.54678229119124,412,118,8,8,8,0,-464.0343017578125,-506.0032958984375,41.968994140625,0.3556694418697034,41.96945824008435,-0.0004640994593501091
sentence_k,k_sentences,1,22.54678229119124,413,47,2,2,2,0,-182.07272338867188,-210.29861450195312,28.22589111328125,0.6005508747506649,28.225636636372656,0.0002544769085943699
sentence_k,k_sentences,1,22.54678229119124,414,94,2,2,2,0,-364.0509338378906,-385.0284729003906,20.9775390625,0.22316530917553193,20.977039855788462,0.000499206711538136
sentence_k,k_sentences,1,22.54678229119124,415,61,1,1,1,1,-206.95985412597656,-206.95985412597656,0.0,0.0,0.0,0.0
sentence_k,k_sentences,1,22.54678229119124,416,90,4,4,4,0,-339.46221923828125,-361.1930236816406,21.730804443359375,0.24145338270399305,21.730248289299197,0.000556154060177505
sentence_k,k_sentences,1,22.54678229119124,417,75,5,5,5,0,-292.7766418457031,-334.6008605957031,41.82421875,0.55765625,41.82489768695086,-0.0006789369508624077
sentence_k,k_sentences,1,22.54678229119124,418,43,1,1,1,1,-201.80567932128906,-201.80567932128906,0.0,0.0,0.0,0.0
sentence_k,k_sentences,1,22.54678229119124,419,118,4,4,4,0,-447.7821350097656,-484.6572265625,36.875091552734375,0.3125007758706303,36.87523049663287,-0.0001389438984915614
sentence_k,k_sentences,1,22.54678229119124,420,105,4,4,4,0,-403.97808837890625,-439.51397705078125,35.535888671875,0.3384370349702381,35.536555589191266,-0.0006669173162663355
sentence_k,k_sentences,1,22.54678229119124,421,77,2,2,2,0,-223.61767578125,-273.5682067871094,49.950531005859375,0.6487081948812906,49.95038753909739,0.00014346676198329078
sentence_k,k_sentences,1,22.54678229119124,422,91,1,1,1,1,-301.55572509765625,-301.55572509765625,0.0,0.0,0.0,0.0
sentence_k,k_sentences,1,22.54678229119124,423,105,3,3,3,0,-413.0702819824219,-443.3499755859375,30.279693603515625,0.28837803431919645,30.279887695403886,-0.00019409188826102763
sentence_k,k_sentences,1,22.54678229119124,424,116,5,5,5,0,-520.7382202148438,-561.7112426757812,40.9730224609375,0.35321571087015086,40.97188062220812,0.0011418387293815613
sentence_k,k_sentences,1,22.54678229119124,425,105,3,3,3,0,-442.851318359375,-475.54351806640625,32.69219970703125,0.31135428292410716,32.69368808623403,-0.0014883792027831078
sentence_k,k_sentences,1,22.54678229119124,426,111,4,4,4,0,-475.2555236816406,-553.4971923828125,78.24166870117188,0.7048798982087556,78.24139689042931,0.0002718107425607741
sentence_k,k_sentences,1,22.54678229119124,427,94,5,5,5,0,-311.088134765625,-344.4109191894531,33.322784423828125,0.3544977066364694,33.323914208682254,-0.0011297848541289568
sentence_k,k_sentences,1,22.54678229119124,428,111,5,5,5,0,-376.3712158203125,-432.91583251953125,56.54461669921875,0.509410961254223,56.54518154049583,-0.0005648412770824507
sentence_k,k_sentences,1,22.54678229119124,429,117,3,3,3,0,-417.64166259765625,-446.3511962890625,28.70953369140625,0.24538062984107906,28.709706601541257,-0.00017291013500653207
sentence_k,k_sentences,1,22.54678229119124,430,101,7,7,7,0,-427.43621826171875,-479.8201904296875,52.38397216796875,0.5186531897818688,52.38378886927967,0.00018329868908040226
sentence_k,k_sentences,1,22.54678229119124,432,107,5,5,5,0,-366.44921875,-412.4625549316406,46.013336181640625,0.4300311792676694,46.01318387588253,0.00015230575809255242
sentence_k,k_sentences,1,22.54678229119124,433,53,4,4,4,0,-150.96246337890625,-218.17982482910156,67.21736145019531,1.2682521028338738,67.2175913038518,-0.00022985365649219602
sentence_k,k_sentences,1,22.54678229119124,434,99,5,5,5,0,-349.8011474609375,-396.9679260253906,47.166778564453125,0.4764321067116477,47.16733099121484,-0.0005524267617147416
sentence_k,k_sentences,1,22.54678229119124,435,97,5,5,5,0,-398.04705810546875,-443.1094055175781,45.062347412109375,0.46456028259906573,45.06272457580053,-0.0003771636911551468
sentence_k,k_sentences,1,22.54678229119124,436,105,5,5,5,0,-371.7401123046875,-425.76397705078125,54.02386474609375,0.5145129975818452,54.02383738383651,2.736225724220276e-05
sentence_k,k_sentences,1,22.54678229119124,437,89,3,3,3,0,-321.3010559082031,-352.3013000488281,31.000244140625,0.3483173498946629,31.000092924456112,0.00015121616888791323
sentence_k,k_sentences,1,22.54678229119124,438,85,2,2,2,0,-283.0638122558594,-328.49200439453125,45.428192138671875,0.5344493192784926,45.42790568483173,0.0002864538401468053
sentence_k,k_sentences,1,22.54678229119124,439,104,4,4,4,0,-462.525634765625,-488.68707275390625,26.16143798828125,0.2515522883488582,26.162279107564245,-0.0008411192829953507
sentence_k,k_sentences,1,22.54678229119124,440,116,5,5,5,0,-411.4664306640625,-446.3212890625,34.8548583984375,0.3004729172279095,34.85487312916666,-1.4730729162693024e-05
sentence_k,k_sentences,1,22.54678229119124,441,77,4,4,4,0,-211.8642578125,-265.7344970703125,53.8702392578125,0.6996134968547078,53.86984083004063,0.00039842777187004685
sentence_k,k_sentences,1,22.54678229119124,442,93,4,4,4,0,-395.15966796875,-442.0009460449219,46.841278076171875,0.5036696567330309,46.8416589461267,-0.00038086995482444763
sentence_k,k_sentences,1,22.54678229119124,443,112,3,3,3,0,-479.81805419921875,-511.381103515625,31.56304931640625,0.2818129403250558,31.563293545827037,-0.0002442294207867235
sentence_k,k_sentences,1,22.54678229119124,444,69,2,2,2,0,-254.4461669921875,-285.9954833984375,31.54931640625,0.4572364696557971,31.54939794866368,-8.154241368174553e-05
sentence_k,k_sentences,1,22.54678229119124,445,91,2,2,2,0,-333.5767517089844,-384.58624267578125,51.009490966796875,0.5605438567779877,51.00972104060929,-0.00023007381241768599
sentence_k,k_sentences,1,22.54678229119124,446,105,7,7,7,0,-313.905517578125,-449.18896484375,135.283447265625,1.2884137834821427,135.28396286763018,-0.0005156020051799715
sentence_k,k_sentences,1,22.54678229119124,447,119,4,4,4,0,-502.147705078125,-550.9307861328125,48.7830810546875,0.40994185760241597,48.7817308416852,0.001350213002297096
sentence_k,k_sentences,1,22.54678229119124,448,100,4,4,4,0,-284.1342468261719,-356.26153564453125,72.12728881835938,0.7212728881835937,72.12743834784487,-0.00014952948549762368
sentence_k,k_sentences,1,22.54678229119124,449,115,7,7,7,0,-433.8693542480469,-470.7489318847656,36.87957763671875,0.32069197944972827,36.878802165112575,0.0007754716061754152
sentence_k,k_sentences,1,22.54678229119124,450,79,2,2,2,0,-328.935791015625,-331.0377197265625,2.1019287109375,0.02660669254351266,2.1014797687530518,0.0004489421844482422
sentence_k,k_sentences,1,22.54678229119124,451,97,5,5,5,0,-348.70745849609375,-390.3115539550781,41.604095458984375,0.4289082006080863,41.60525364181376,-0.0011581828293856233
sentence_k,k_sentences,1,22.54678229119124,452,110,7,7,7,0,-431.55389404296875,-467.5174560546875,35.96356201171875,0.3269414728338068,35.96407339459256,-0.0005113828738103621
sentence_k,k_sentences,1,22.54678229119124,453,116,5,5,5,0,-439.772705078125,-480.81231689453125,41.03961181640625,0.35378975703798493,41.040371634066105,-0.0007598176598548889
sentence_k,k_sentences,1,22.54678229119124,455,93,2,2,2,0,-431.4600524902344,-450.4132080078125,18.953155517578125,0.20379737115675403,18.95379597748979,-0.0006404599116649479
sentence_k,k_sentences,1,22.54678229119124,456,112,4,4,4,0,-432.2008056640625,-481.150390625,48.9495849609375,0.43704986572265625,48.949202179093845,0.0003827818436548114
sentence_k,k_sentences,1,22.54678229119124,457,110,3,3,3,0,-475.10809326171875,-509.17694091796875,34.06884765625,0.309716796875,34.07003162478213,-0.0011839685321319848
sentence_k,k_sentences,1,22.54678229119124,458,118,2,2,2,0,-407.8637390136719,-442.2301025390625,34.366363525390625,0.2912403688592426,34.366998866345966,-0.0006353409553412348
sentence_k,k_sentences,1,22.54678229119124,459,55,2,2,2,0,-252.86233520507812,-278.67138671875,25.809051513671875,0.4692554820667614,25.8093009009026,-0.0002493872307240963
sentence_k,k_sentences,1,22.54678229119124,460,81,4,4,4,0,-375.671630859375,-417.5587158203125,41.8870849609375,0.5171245056905864,41.88632818488986,0.0007567760476376861
sentence_k,k_sentences,1,22.54678229119124,461,104,5,5,5,0,-422.21856689453125,-482.214599609375,59.99603271484375,0.5768849299504206,59.99664936856425,-0.0006166537204990163
sentence_k,k_sentences,1,22.54678229119124,462,106,5,5,5,0,-397.9754638671875,-451.9697570800781,53.994293212890625,0.5093801246499116,53.993252211410436,0.001041001480189152
sentence_k,k_sentences,1,22.54678229119124,463,79,3,3,3,0,-282.77130126953125,-316.64300537109375,33.8717041015625,0.4287557481210443,33.87222313939128,-0.0005190378287807107
sentence_k,k_sentences,1,22.54678229119124,464,98,3,3,3,0,-350.317626953125,-396.5003356933594,46.182708740234375,0.4712521300023916,46.18198506132467,0.0007236789097078145
sentence_k,k_sentences,1,22.54678229119124,465,91,7,7,7,0,-543.2711181640625,-580.4373779296875,37.166259765625,0.4084204369848901,37.16588885470992,0.0003709109150804579
sentence_k,k_sentences,1,22.54678229119124,466,97,3,3,3,0,-362.458740234375,-387.1998596191406,24.741119384765625,0.2550630864408827,24.741307850461453,-0.0001884656958281994
sentence_k,k_sentences,1,22.54678229119124,467,120,4,4,4,0,-514.2586669921875,-583.3812255859375,69.12255859375,0.5760213216145833,69.12190870246559,0.0006498912844108418
sentence_k,k_sentences,1,22.54678229119124,468,117,9,9,9,0,-441.86175537109375,-559.510009765625,117.64825439453125,1.0055406358506944,117.64929339545779,-0.0010390009265393019
sentence_k,k_sentences,1,22.54678229119124,469,113,2,2,2,0,-404.8122253417969,-448.57049560546875,43.758270263671875,0.38724132976700776,43.75714935081487,0.0011209128570044413
sentence_k,k_sentences,1,22.54678229119124,470,119,10,10,10,0,-474.28912353515625,-534.331298828125,60.04217529296875,0.5045560948988971,60.041729262520676,0.0004460304480744526
sentence_k,k_sentences,1,22.54678229119124,471,119,5,5,5,0,-536.62255859375,-586.9776611328125,50.3551025390625,0.42315212217699577,50.35639648081269,-0.001293941750191152
sentence_k,k_sentences,1,22.54678229119124,472,101,4,4,4,0,-424.88482666015625,-470.2247314453125,45.33990478515625,0.44890994836788367,45.340708428193466,-0.0008036430372158065
sentence_k,k_sentences,1,22.54678229119124,473,68,4,4,4,0,-308.59716796875,-352.0350036621094,43.437835693359375,0.638791701372932,43.43901186775474,-0.0011761743953684345
sentence_k,k_sentences,1,22.54678229119124,474,109,3,3,3,0,-364.8162841796875,-412.81707763671875,48.00079345703125,0.44037425189936924,48.00109301880002,-0.0002995617687702179
sentence_k,k_sentences,1,22.54678229119124,475,110,4,4,4,0,-416.88519287109375,-459.9728698730469,43.087677001953125,0.39170615456321023,43.08796003194584,-0.0002830299927154556
sentence_k,k_sentences,1,22.54678229119124,477,118,15,15,15,0,-555.422607421875,-676.8644409179688,121.44183349609375,1.0291680804753707,121.44072569400305,0.0011078020907007158
sentence_k,k_sentences,1,22.54678229119124,478,47,1,1,1,1,-218.23785400390625,-218.23785400390625,0.0,0.0,0.0,0.0
sentence_k,k_sentences,1,22.54678229119124,479,90,3,3,3,0,-378.9520263671875,-409.05169677734375,30.09967041015625,0.33444078233506946,30.100229101721197,-0.0005586915649473667
sentence_k,k_sentences,1,22.54678229119124,480,110,6,6,6,0,-348.60943603515625,-412.2393798828125,63.62994384765625,0.5784540349786932,63.630691774924344,-0.0007479272680939175
sentence_k,k_sentences,1,22.54678229119124,481,85,5,5,5,0,-356.0962829589844,-421.6778869628906,65.58160400390625,0.7715482823988971,65.58097545999044,0.0006285439158091322
sentence_k,k_sentences,1,22.54678229119124,482,120,8,8,8,0,-445.1709899902344,-485.67437744140625,40.503387451171875,0.3375282287597656,40.50217088095087,0.0012165702210040763
sentence_k,k_sentences,1,22.54678229119124,484,85,3,3,3,0,-324.9053955078125,-357.3041687011719,32.398773193359375,0.3811620375689338,32.40056915266905,-0.0017959593096747994
sentence_k,k_sentences,1,22.54678229119124,485,115,4,4,4,0,-439.77227783203125,-473.60467529296875,33.8323974609375,0.2941947605298913,33.833510293625295,-0.0011128326877951622
sentence_k,k_sentences,1,22.54678229119124,486,94,4,4,4,0,-332.1022644042969,-385.044677734375,52.942413330078125,0.5632171630859375,52.94312122465635,-0.000707894578226842
sentence_k,k_sentences,1,22.54678229119124,487,113,3,3,3,0,-491.8713684082031,-520.4183349609375,28.546966552734375,0.2526280225905697,28.54727083027683,-0.0003042775424546562
sentence_k,k_sentences,1,22.54678229119124,488,109,4,4,4,0,-433.287353515625,-459.4322204589844,26.144866943359375,0.2398611646179759,26.144723692414118,0.00014325094525702298
sentence_k,k_sentences,1,22.54678229119124,489,120,7,7,7,0,-376.8394775390625,-430.9930114746094,54.153533935546875,0.4512794494628906,54.15420115846791,-0.0006672229210380465
sentence_k,k_sentences,1,22.54678229119124,490,105,2,2,2,0,-404.60760498046875,-430.9360656738281,26.328460693359375,0.2507472446986607,26.32811975874938,0.00034093460999429226
sentence_k,k_sentences,1,22.54678229119124,491,103,5,5,5,0,-385.2496337890625,-430.3588562011719,45.109222412109375,0.43795361565154733,45.111173653029255,-0.0019512409198796377
sentence_k,k_sentences,1,22.54678229119124,492,80,4,4,4,0,-294.29400634765625,-342.0617370605469,47.767730712890625,0.5970966339111328,47.76863426466298,-0.0009035517723532394
sentence_k,k_sentences,1,22.54678229119124,493,108,6,6,6,0,-406.41571044921875,-482.6153564453125,76.19964599609375,0.7055522777416088,76.19902101068874,0.0006249854050111026
sentence_k,k_sentences,1,22.54678229119124,494,93,2,2,2,0,-352.8995056152344,-398.2031555175781,45.30364990234375,0.4871360204553091,45.304226361484325,-0.0005764591405750252
sentence_k,k_sentences,1,22.54678229119124,495,112,8,8,8,0,-370.83807373046875,-498.56634521484375,127.728271484375,1.1404309953962053,127.72747318201436,0.0007983023606357165
sentence_k,k_sentences,1,22.54678229119124,496,115,13,13,13,0,-34.1226806640625,-56.96162414550781,22.838943481445312,0.19859950853430708,22.838778544704837,0.0001649367404752411
sentence_k,k_sentences,1,22.54678229119124,497,103,5,5,5,0,-468.2141418457031,-510.9964599609375,42.782318115234375,0.415362311798392,42.78192181506893,0.0003963001654483378
sentence_k,k_sentences,1,22.54678229119124,498,103,2,2,2,0,-379.37237548828125,-399.4932861328125,20.12091064453125,0.19534864703428398,20.119385738042183,0.0015249064890667796
sentence_k,k_sentences,1,22.54678229119124,499,110,5,5,5,0,-330.4779968261719,-387.277587890625,56.799591064453125,0.5163599187677557,56.80015274329344,-0.0005616788403131068
sentence_k,k_sentences,1,22.54678229119124,500,94,8,8,8,0,-330.7371826171875,-356.74261474609375,26.00543212890625,0.2766535332862367,26.005823695042636,-0.0003915661363862455
sentence_k,k_sentences,1,22.54678229119124,501,90,2,2,2,0,-375.8502502441406,-407.94244384765625,32.092193603515625,0.3565799289279514,32.09256351413205,-0.00036991061642766
sentence_k,k_sentences,1,22.54678229119124,502,78,2,2,2,0,-290.2771301269531,-319.88555908203125,29.608428955078125,0.37959524301382214,29.60897519781429,-0.0005462427361635491
sentence_k,k_sentences,1,22.54678229119124,503,112,4,4,4,0,-470.23773193359375,-527.0552368164062,56.8175048828125,0.5072991507393974,56.818181698865374,-0.0006768160528736189
sentence_k,k_sentences,1,22.54678229119124,504,120,19,19,19,0,-512.45849609375,-580.8782958984375,68.4197998046875,0.5701649983723959,68.42108396059484,-0.0012841559073422104
sentence_k,k_sentences,1,22.54678229119124,505,108,6,6,6,0,-436.30682373046875,-485.54193115234375,49.235107421875,0.45588062427662035,49.23421572521329,0.0008916966617107391
sentence_k,k_sentences,1,22.54678229119124,506,105,6,6,6,0,-306.79638671875,-436.6617736816406,129.86538696289062,1.236813209170387,129.865556406147,-0.00016944325636814028
sentence_k,k_sentences,1,22.54678229119124,507,116,3,3,3,0,-366.9736022949219,-399.01348876953125,32.039886474609375,0.27620591788456356,32.03913199156523,0.0007544830441474915
sentence_k,k_sentences,1,22.54678229119124,508,115,3,3,3,0,-449.219970703125,-482.83807373046875,33.61810302734375,0.29233133067255435,33.619846827641595,-0.001743800297845155
sentence_k,k_sentences,1,22.54678229119124,509,69,3,3,3,0,-312.7046203613281,-350.8585205078125,38.153900146484375,0.5529550745867301,38.153139956339146,0.0007601901452289894
sentence_k,k_sentences,1,22.54678229119124,510,77,4,4,4,0,-277.19158935546875,-350.16595458984375,72.974365234375,0.9477190290178571,72.97344335669186,0.0009218776831403375
sentence_k,k_sentences,1,22.54678229119124,511,111,3,3,3,0,-356.9543762207031,-402.2593994140625,45.305023193359375,0.4081533621023367,45.30376398614919,0.001259207210182467
sentence_k,k_sentences,1,22.54678229119124,512,110,5,5,5,0,-340.377197265625,-447.58837890625,107.211181640625,0.9746471058238636,107.21288958008518,-0.0017079394601751119
sentence_k,k_sentences,1,22.54678229119124,513,52,2,2,2,0,-285.92340087890625,-306.3722229003906,20.448822021484375,0.39324657733623797,20.449425767175853,-0.0006037456914782524
sentence_k,k_sentences,1,22.54678229119124,514,120,4,4,4,0,-453.1712646484375,-505.1005554199219,51.929290771484375,0.4327440897623698,51.928168476733845,0.0011222947505302727
sentence_k,k_sentences,1,22.54678229119124,515,114,6,6,6,0,-434.6744384765625,-480.75164794921875,46.07720947265625,0.4041860480057566,46.07658402132802,0.0006254513282328844
sentence_k,k_sentences,2,45.09356458238248,0,58,2,2,1,1,-311.3075866699219,-311.3075866699219,0.0,0.0,,
sentence_k,k_sentences,2,45.09356458238248,1,81,4,4,2,0,-312.43853759765625,-343.1805419921875,30.74200439453125,0.37953091845100306,,
sentence_k,k_sentences,2,45.09356458238248,2,92,3,3,2,0,-428.44061279296875,-448.937744140625,20.49713134765625,0.22279490595278534,,
sentence_k,k_sentences,2,45.09356458238248,3,78,3,3,2,0,-307.59100341796875,-327.0650329589844,19.474029541015625,0.2496670453976362,,
sentence_k,k_sentences,2,45.09356458238248,4,100,7,7,4,0,-308.3802490234375,-376.7579345703125,68.377685546875,0.68377685546875,,
sentence_k,k_sentences,2,45.09356458238248,5,117,3,3,2,0,-500.6953125,-527.9061889648438,27.21087646484375,0.23257159371661323,,
sentence_k,k_sentences,2,45.09356458238248,6,103,1,1,1,1,-280.08978271484375,-280.08978271484375,0.0,0.0,,
sentence_k,k_sentences,2,45.09356458238248,7,111,3,3,2,0,-376.2451477050781,-404.9855651855469,28.74041748046875,0.25892268000422297,,
sentence_k,k_sentences,2,45.09356458238248,8,98,2,2,1,1,-322.00274658203125,-322.00274658203125,0.0,0.0,,
sentence_k,k_sentences,2,45.09356458238248,9,118,10,10,5,0,-448.4348449707031,-530.0977783203125,81.66293334960938,0.6920587572000795,,
sentence_k,k_sentences,2,45.09356458238248,10,112,8,8,4,0,-377.0745849609375,-434.85321044921875,57.77862548828125,0.5158805847167969,,
sentence_k,k_sentences,2,45.09356458238248,11,116,6,6,3,0,-461.6883544921875,-489.56011962890625,27.87176513671875,0.24027383738550648,,
sentence_k,k_sentences,2,45.09356458238248,12,115,3,3,2,0,-247.86082458496094,-290.63018798828125,42.76936340332031,0.37190750785495924,,
sentence_k,k_sentences,2,45.09356458238248,13,34,1,1,1,1,-211.07730102539062,-211.07730102539062,0.0,0.0,,
sentence_k,k_sentences,2,45.09356458238248,14,101,4,4,2,0,-376.2274475097656,-420.1290588378906,43.901611328125,0.4346694190903465,,
sentence_k,k_sentences,2,45.09356458238248,15,57,2,2,1,1,-205.5380096435547,-205.5380096435547,0.0,0.0,,
sentence_k,k_sentences,2,45.09356458238248,16,116,7,7,4,0,-490.062744140625,-543.0918579101562,53.02911376953125,0.4571475324959591,,
sentence_k,k_sentences,2,45.09356458238248,17,83,3,3,2,0,-416.4178161621094,-443.82489013671875,27.407073974609375,0.33020571053746234,,
sentence_k,k_sentences,2,45.09356458238248,18,116,3,3,2,0,-389.06011962890625,-414.0993347167969,25.039215087890625,0.21585530248181573,,
sentence_k,k_sentences,2,45.09356458238248,19,113,3,3,2,0,-425.692626953125,-461.1322937011719,35.439666748046875,0.31362536945174224,,
sentence_k,k_sentences,2,45.09356458238248,20,90,2,2,1,1,-364.75250244140625,-364.75250244140625,0.0,0.0,,
sentence_k,k_sentences,2,45.09356458238248,21,6,1,1,1,1,-36.768218994140625,-36.768218994140625,0.0,0.0,,
sentence_k,k_sentences,2,45.09356458238248,22,118,9,9,5,0,-447.64788818359375,-495.9000244140625,48.25213623046875,0.408916408732786,,
sentence_k,k_sentences,2,45.09356458238248,23,114,5,5,3,0,-523.0336303710938,-556.072021484375,33.03839111328125,0.2898104483621162,,
sentence_k,k_sentences,2,45.09356458238248,24,92,3,3,2,0,-254.38372802734375,-289.6424560546875,35.25872802734375,0.3832470437754755,,
sentence_k,k_sentences,2,45.09356458238248,25,102,3,3,2,0,-532.199951171875,-591.326416015625,59.12646484375,0.5796712239583334,,
sentence_k,k_sentences,2,45.09356458238248,26,120,9,9,5,0,-584.3988037109375,-626.9616088867188,42.56280517578125,0.3546900431315104,,
sentence_k,k_sentences,2,45.09356458238248,27,83,6,6,3,0,-319.9759826660156,-380.58197021484375,60.605987548828125,0.7301926210702184,,
sentence_k,k_sentences,2,45.09356458238248,28,97,3,3,2,0,-429.02752685546875,-455.154296875,26.12677001953125,0.26934814453125,,
sentence_k,k_sentences,2,45.09356458238248,30,90,4,4,2,0,-363.2315673828125,-380.2605285644531,17.028961181640625,0.18921067979600695,,
sentence_k,k_sentences,2,45.09356458238248,31,96,2,2,1,1,-374.9017028808594,-374.9017028808594,0.0,0.0,,
sentence_k,k_sentences,2,45.09356458238248,32,59,3,3,2,0,-209.4251708984375,-244.70648193359375,35.28131103515625,0.597988322629767,,
sentence_k,k_sentences,2,45.09356458238248,33,109,3,3,2,0,-467.4934387207031,-506.62847900390625,39.135040283203125,0.35903706681837727,,
sentence_k,k_sentences,2,45.09356458238248,34,90,5,5,3,0,-363.75469970703125,-432.2171630859375,68.46246337890625,0.7606940375434028,,
sentence_k,k_sentences,2,45.09356458238248,35,61,4,4,2,0,-312.68377685546875,-335.9781188964844,23.294342041015625,0.38187445968878075,,
sentence_k,k_sentences,2,45.09356458238248,36,110,5,5,3,0,-399.5043029785156,-420.3336181640625,20.829315185546875,0.18935741077769885,,
sentence_k,k_sentences,2,45.09356458238248,37,117,8,8,4,0,-361.0013427734375,-391.27154541015625,30.27020263671875,0.2587196806557158,,
sentence_k,k_sentences,2,45.09356458238248,38,92,4,4,2,0,-337.54443359375,-375.85693359375,38.3125,0.4164402173913043,,
sentence_k,k_sentences,2,45.09356458238248,39,117,7,7,4,0,-473.8877258300781,-521.8483276367188,47.960601806640625,0.409919673561031,,
sentence_k,k_sentences,2,45.09356458238248,40,118,4,4,2,0,-537.3257446289062,-589.7362060546875,52.41046142578125,0.4441564527608581,,
sentence_k,k_sentences,2,45.09356458238248,41,90,5,5,3,0,-404.18487548828125,-444.061767578125,39.87689208984375,0.4430765787760417,,
sentence_k,k_sentences,2,45.09356458238248,42,49,1,1,1,1,-234.12506103515625,-234.12506103515625,0.0,0.0,,
sentence_k,k_sentences,2,45.09356458238248,43,83,4,4,2,0,-273.1708984375,-291.1296691894531,17.958770751953125,0.21637073195124246,,
sentence_k,k_sentences,2,45.09356458238248,44,111,5,5,3,0,-353.02227783203125,-380.8273010253906,27.805023193359375,0.25049570444467906,,
sentence_k,k_sentences,2,45.09356458238248,45,103,8,8,4,0,-432.636474609375,-493.28253173828125,60.64605712890625,0.5887966711544296,,
sentence_k,k_sentences,2,45.09356458238248,46,118,7,7,4,0,-473.4691162109375,-499.2890319824219,25.819915771484375,0.21881284552105404,,
sentence_k,k_sentences,2,45.09356458238248,47,98,4,4,2,0,-435.95867919921875,-449.7561950683594,13.797515869140625,0.140790978256537,,
sentence_k,k_sentences,2,45.09356458238248,48,81,3,3,2,0,-354.65362548828125,-385.23236083984375,30.5787353515625,0.37751525125385804,,
sentence_k,k_sentences,2,45.09356458238248,49,107,9,9,5,0,-434.3629150390625,-523.5399169921875,89.177001953125,0.8334299247955608,,
sentence_k,k_sentences,2,45.09356458238248,50,87,2,2,1,1,-354.30548095703125,-354.30548095703125,0.0,0.0,,
sentence_k,k_sentences,2,45.09356458238248,51,118,4,4,2,0,-516.0234375,-525.8040771484375,9.7806396484375,0.08288677668167373,,
sentence_k,k_sentences,2,45.09356458238248,52,75,5,5,3,0,-326.4295654296875,-367.7984313964844,41.368865966796875,0.5515848795572916,,
sentence_k,k_sentences,2,45.09356458238248,53,18,1,1,1,1,-74.81290435791016,-74.81290435791016,0.0,0.0,,
sentence_k,k_sentences,2,45.09356458238248,54,93,3,3,2,0,-415.6016845703125,-440.66558837890625,25.06390380859375,0.2695043420278898,,
sentence_k,k_sentences,2,45.09356458238248,55,109,4,4,2,0,-304.6408996582031,-369.0303955078125,64.38949584960938,0.5907293197211869,,
sentence_k,k_sentences,2,45.09356458238248,56,93,4,4,2,0,-379.7958068847656,-395.0452880859375,15.249481201171875,0.16397291614163306,,
